asset_id,variant,file,has_manifest,manifest_file
A024,platform_strip,A024__platform_strip.jpg,1,A024.manifest.json
A025,original,A025__original.jpg,0,
A025,recompress_q40,A025__recompress_q40.jpg,0,
A025,crop_10pct,A025__crop_10pct.jpg,0,
A025,resize_640,A025__resize_640.jpg,0,
A025,screenshot_sim,A025__screenshot_sim.jpg,0,
A025,platform_strip,A025__platform_strip.jpg,0,
A026,original,A026__original.jpg,0,
A026,recompress_q40,A026__recompress_q40.jpg,0,
A026,crop_10pct,A026__crop_10pct.jpg,0,
A026,resize_640,A026__resize_640.jpg,0,
A026,screenshot_sim,A026__screenshot_sim.jpg,0,
A026,platform_strip,A026__platform_strip.jpg,0,
A027,original,A027__original.jpg,0,
A027,recompress_q40,A027__recompress_q40.jpg,0,
A027,crop_10pct,A027__crop_10pct.jpg,0,
A027,resize_640,A027__resize_640.jpg,0,
A027,screenshot_sim,A027__screenshot_sim.jpg,0,
A027,platform_strip,A027__platform_strip.jpg,0,
A028,original,A028__original.jpg,1,A028.manifest.json
A028,recompress_q40,A028__recompress_q40.jpg,1,A028.manifest.json
A028,crop_10pct,A028__crop_10pct.jpg,1,A028.manifest.json
A028,resize_640,A028__resize_640.jpg,1,A028.manifest.json
A028,screenshot_sim,A028__screenshot_sim.jpg,1,A028.manifest.json
A028,platform_strip,A028__platform_strip.jpg,1,A028.manifest.json
A029,original,A029__original.jpg,1,A029.manifest.json
A029,recompress_q40,A029__recompress_q40.jpg,1,A029.manifest.json
A029,crop_10pct,A029__crop_10pct.jpg,1,A029.manifest.json
A029,resize_640,A029__resize_640.jpg,1,A029.manifest.json
A029,screenshot_sim,A029__screenshot_sim.jpg,1,A029.manifest.json
A029,platform_strip,A029__platform_strip.jpg,1,A029.manifest.json
A030,original,A030__original.jpg,1,A030.manifest.json
A030,recompress_q40,A030__recompress_q40.jpg,1,A030.manifest.json
A030,crop_10pct,A030__crop_10pct.jpg,1,A030.manifest.json
A030,resize_640,A030__resize_640.jpg,1,A030.manifest.json
A030,screenshot_sim,A030__screenshot_sim.jpg,1,A030.manifest.json
A030,platform_strip,A030__platform_strip.jpg,1,A030.manifest.json
A031,original,A031__original.jpg,1,A031.manifest.json
A031,recompress_q40,A031__recompress_q40.jpg,1,A031.manifest.json
A031,crop_10pct,A031__crop_10pct.jpg,1,A031.manifest.json
A031,resize_640,A031__resize_640.jpg,1,A031.manifest.json
A031,screenshot_sim,A031__screenshot_sim.jpg,1,A031.manifest.json
A031,platform_strip,A031__platform_strip.jpg,1,A031.manifest.json
A032,original,A032__original.jpg,0,
A032,recompress_q40,A032__recompress_q40.jpg,0,
A032,crop_10pct,A032__crop_10pct.jpg,0,
A032,resize_640,A032__resize_640.jpg,0,
A032,screenshot_sim,A032__screenshot_sim.jpg,0,
A032,platform_strip,A032__platform_strip.jpg,0,
A033,original,A033__original.jpg,1,A033.manifest.json
A033,recompress_q40,A033__recompress_q40.jpg,1,A033.manifest.json
A033,crop_10pct,A033__crop_10pct.jpg,1,A033.manifest.json
A033,resize_640,A033__resize_640.jpg,1,A033.manifest.json
A033,screenshot_sim,A033__screenshot_sim.jpg,1,A033.manifest.json
A033,platform_strip,A033__platform_strip.jpg,1,A033.manifest.json
A034,original,A034__original.jpg,0,
A034,recompress_q40,A034__recompress_q40.jpg,0,
A034,crop_10pct,A034__crop_10pct.jpg,0,
A034,resize_640,A034__resize_640.jpg,0,
A034,screenshot_sim,A034__screenshot_sim.jpg,0,
A034,platform_strip,A034__platform_strip.jpg,0,
A035,original,A035__original.jpg,1,A035.manifest.json
A035,recompress_q40,A035__recompress_q40.jpg,1,A035.manifest.json
A035,crop_10pct,A035__crop_10pct.jpg,1,A035.manifest.json
A035,resize_640,A035__resize_640.jpg,1,A035.manifest.json
A035,screenshot_sim,A035__screenshot_sim.jpg,1,A035.manifest.json
A035,platform_strip,A035__platform_strip.jpg,1,A035.manifest.json
A036,original,A036__original.jpg,1,A036.manifest.json
A036,recompress_q40,A036__recompress_q40.jpg,1,A036.manifest.json
A036,crop_10pct,A036__crop_10pct.jpg,1,A036.manifest.json
A036,resize_640,A036__resize_640.jpg,1,A036.manifest.json
A036,screenshot_sim,A036__screenshot_sim.jpg,1,A036.manifest.json
A036,platform_strip,A036__platform_strip.jpg,1,A036.manifest.json
A037,original,A037__original.jpg,0,
A037,recompress_q40,A037__recompress_q40.jpg,0,
A037,crop_10pct,A037__crop_10pct.jpg,0,
A037,resize_640,A037__resize_640.jpg,0,
A037,screenshot_sim,A037__screenshot_sim.jpg,0,
A037,platform_strip,A037__platform_strip.jpg,0,
A038,original,A038__original.jpg,1,A038.manifest.json
A038,recompress_q40,A038__recompress_q40.jpg,1,A038.manifest.json
A038,crop_10pct,A038__crop_10pct.jpg,1,A038.manifest.json
A038,resize_640,A038__resize_640.jpg,1,A038.manifest.json
A038,screenshot_sim,A038__screenshot_sim.jpg,1,A038.manifest.json
A038,platform_strip,A038__platform_strip.jpg,1,A038.manifest.json
A039,original,A039__original.jpg,1,A039.manifest.json
A039,recompress_q40,A039__recompress_q40.jpg,1,A039.manifest.json
A039,crop_10pct,A039__crop_10pct.jpg,1,A039.manifest.json
A039,resize_640,A039__resize_640.jpg,1,A039.manifest.json
A039,screenshot_sim,A039__screenshot_sim.jpg,1,A039.manifest.json
A039,platform_strip,A039__platform_strip.jpg,1,A039.manifest.json
A040,original,A040__original.jpg,0,
A040,recompress_q40,A040__recompress_q40.jpg,0,
A040,crop_10pct,A040__crop_10pct.jpg,0,
A040,resize_640,A040__resize_640.jpg,0,
A040,screenshot_sim,A040__screenshot_sim.jpg,0,
A040,platform_strip,A040__platform_strip.jpg,0,
A041,original,A041__original.jpg,0,
A041,recompress_q40,A041__recompress_q40.jpg,0,
A041,crop_10pct,A041__crop_10pct.jpg,0,
A041,resize_640,A041__resize_640.jpg,0,
A041,screenshot_sim,A041__screenshot_sim.jpg,0,
A041,platform_strip,A041__platform_strip.jpg,0,
A042,original,A042__original.jpg,0,
A042,recompress_q40,A042__recompress_q40.jpg,0,
A042,crop_10pct,A042__crop_10pct.jpg,0,
A042,resize_640,A042__resize_640.jpg,0,
A042,screenshot_sim,A042__screenshot_sim.jpg,0,
A042,platform_strip,A042__platform_strip.jpg,0,
A043,original,A043__original.jpg,1,A043.manifest.json
A043,recompress_q40,A043__recompress_q40.jpg,1,A043.manifest.json
A043,crop_10pct,A043__crop_10pct.jpg,1,A043.manifest.json
A043,resize_640,A043__resize_640.jpg,1,A043.manifest.json
A043,screenshot_sim,A043__screenshot_sim.jpg,1,A043.manifest.json
A043,platform_strip,A043__platform_strip.jpg,1,A043.manifest.json
A044,original,A044__original.jpg,1,A044.manifest.json
A044,recompress_q40,A044__recompress_q40.jpg,1,A044.manifest.json
A044,crop_10pct,A044__crop_10pct.jpg,1,A044.manifest.json
A044,resize_640,A044__resize_640.jpg,1,A044.manifest.json
A044,screenshot_sim,A044__screenshot_sim.jpg,1,A044.manifest.json
A044,platform_strip,A044__platform_strip.jpg,1,A044.manifest.json
A045,original,A045__original.jpg,0,
A045,recompress_q40,A045__recompress_q40.jpg,0,
A045,crop_10pct,A045__crop_10pct.jpg,0,
A045,resize_640,A045__resize_640.jpg,0,
A045,screenshot_sim,A045__screenshot_sim.jpg,0,
A045,platform_strip,A045__platform_strip.jpg,0,
A046,original,A046__original.jpg,1,A046.manifest.json
A046,recompress_q40,A046__recompress_q40.jpg,1,A046.manifest.json
A046,crop_10pct,A046__crop_10pct.jpg,1,A046.manifest.json
A046,resize_640,A046__resize_640.jpg,1,A046.manifest.json
A046,screenshot_sim,A046__screenshot_sim.jpg,1,A046.manifest.json
A046,platform_strip,A046__platform_strip.jpg,1,A046.manifest.json
A047,original,A047__original.jpg,1,A047.manifest.json
A047,recompress_q40,A047__recompress_q40.jpg,1,A047.manifest.json
A047,crop_10pct,A047__crop_10pct.jpg,1,A047.manifest.json
A047,resize_640,A047__resize_640.jpg,1,A047.manifest.json
A047,screenshot_sim,A047__screenshot_sim.jpg,1,A047.manifest.json
A047,platform_strip,A047__platform_strip.jpg,1,A047.manifest.json
A048,original,A048__original.jpg,1,A048.manifest.json
A048,recompress_q40,A048__recompress_q40.jpg,1,A048.manifest.json
A048,crop_10pct,A048__crop_10pct.jpg,1,A048.manifest.json
A048,resize_640,A048__resize_640.jpg,1,A048.manifest.json
A048,screenshot_sim,A048__screenshot_sim.jpg,1,A048.manifest.json
A048,platform_strip,A048__platform_strip.jpg,1,A048.manifest.json
A049,original,A049__original.jpg,1,A049.manifest.json
A049,recompress_q40,A049__recompress_q40.jpg,1,A049.manifest.json
A049,crop_10pct,A049__crop_10pct.jpg,1,A049.manifest.json
A049,resize_640,A049__resize_640.jpg,1,A049.manifest.json
A049,screenshot_sim,A049__screenshot_sim.jpg,1,A049.manifest.json
A049,platform_strip,A049__platform_strip.jpg,1,A049.manifest.json
A050,original,A050__original.jpg,1,A050.manifest.json
A050,recompress_q40,A050__recompress_q40.jpg,1,A050.manifest.json
A050,crop_10pct,A050__crop_10pct.jpg,1,A050.manifest.json
A050,resize_640,A050__resize_640.jpg,1,A050.manifest.json
A050,screenshot_sim,A050__screenshot_sim.jpg,1,A050.manifest.json
A050,platform_strip,A050__platform_strip.jpg,1,A050.manifest.json
A051,original,A051__original.jpg,1,A051.manifest.json
A051,recompress_q40,A051__recompress_q40.jpg,1,A051.manifest.json
A051,crop_10pct,A051__crop_10pct.jpg,1,A051.manifest.json
A051,resize_640,A051__resize_640.jpg,1,A051.manifest.json
A051,screenshot_sim,A051__screenshot_sim.jpg,1,A051.manifest.json
A051,platform_strip,A051__platform_strip.jpg,1,A051.manifest.json
A052,original,A052__original.jpg,1,A052.manifest.json
A052,recompress_q40,A052__recompress_q40.jpg,1,A052.manifest.json
A052,crop_10pct,A052__crop_10pct.jpg,1,A052.manifest.json
A052,resize_640,A052__resize_640.jpg,1,A052.manifest.json
A052,screenshot_sim,A052__screenshot_sim.jpg,1,A052.manifest.json
A052,platform_strip,A052__platform_strip.jpg,1,A052.manifest.json
A053,original,A053__original.jpg,1,A053.manifest.json
A053,recompress_q40,A053__recompress_q40.jpg,1,A053.manifest.json
A053,crop_10pct,A053__crop_10pct.jpg,1,A053.manifest.json
A053,resize_640,A053__resize_640.jpg,1,A053.manifest.json
A053,screenshot_sim,A053__screenshot_sim.jpg,1,A053.manifest.json
A053,platform_strip,A053__platform_strip.jpg,1,A053.manifest.json
A054,original,A054__original.jpg,1,A054.manifest.json
A054,recompress_q40,A054__recompress_q40.jpg,1,A054.manifest.json
A054,crop_10pct,A054__crop_10pct.jpg,1,A054.manifest.json
A054,resize_640,A054__resize_640.jpg,1,A054.manifest.json
A054,screenshot_sim,A054__screenshot_sim.jpg,1,A054.manifest.json
A054,platform_strip,A054__platform_strip.jpg,1,A054.manifest.json
A055,original,A055__original.jpg,1,A055.manifest.json
A055,recompress_q40,A055__recompress_q40.jpg,1,A055.manifest.json
A055,crop_10pct,A055__crop_10pct.jpg,1,A055.manifest.json
A055,resize_640,A055__resize_640.jpg,1,A055.manifest.json
A055,screenshot_sim,A055__screenshot_sim.jpg,1,A055.manifest.json
A055,platform_strip,A055__platform_strip.jpg,1,A055.manifest.json
A056,original,A056__original.jpg,0,
A056,recompress_q40,A056__recompress_q40.jpg,0,
A056,crop_10pct,A056__crop_10pct.jpg,0,
A056,resize_640,A056__resize_640.jpg,0,
A056,screenshot_sim,A056__screenshot_sim.jpg,0,
A056,platform_strip,A056__platform_strip.jpg,0,
A057,original,A057__original.jpg,1,A057.manifest.json
A057,recompress_q40,A057__recompress_q40.jpg,1,A057.manifest.json
A057,crop_10pct,A057__crop_10pct.jpg,1,A057.manifest.json
A057,resize_640,A057__resize_640.jpg,1,A057.manifest.json
A057,screenshot_sim,A057__screenshot_sim.jpg,1,A057.manifest.json
A057,platform_strip,A057__platform_strip.jpg,1,A057.manifest.json
A058,original,A058__original.jpg,1,A058.manifest.json
A058,recompress_q40,A058__recompress_q40.jpg,1,A058.manifest.json
A058,crop_10pct,A058__crop_10pct.jpg,1,A058.manifest.json
A058,resize_640,A058__resize_640.jpg,1,A058.manifest.json
A058,screenshot_sim,A058__screenshot_sim.jpg,1,A058.manifest.json
A058,platform_strip,A058__platform_strip.jpg,1,A058.manifest.json
A059,original,A059__original.jpg,1,A059.manifest.json
A059,recompress_q40,A059__recompress_q40.jpg,1,A059.manifest.json
A059,crop_10pct,A059__crop_10pct.jpg,1,A059.manifest.json
A059,resize_640,A059__resize_640.jpg,1,A059.manifest.json
A059,screenshot_sim,A059__screenshot_sim.jpg,1,A059.manifest.json
A059,platform_strip,A059__platform_strip.jpg,1,A059.manifest.json
A060,original,A060__original.jpg,1,A060.manifest.json
A060,recompress_q40,A060__recompress_q40.jpg,1,A060.manifest.json
A060,crop_10pct,A060__crop_10pct.jpg,1,A060.manifest.json
A060,resize_640,A060__resize_640.jpg,1,A060.manifest.json
A060,screenshot_sim,A060__screenshot_sim.jpg,1,A060.manifest.json
A060,platform_strip,A060__platform_strip.jpg,1,A060.manifest.json
A061,original,A061__original.jpg,1,A061.manifest.json
A061,recompress_q40,A061__recompress_q40.jpg,1,A061.manifest.json
A061,crop_10pct,A061__crop_10pct.jpg,1,A061.manifest.json
A061,resize_640,A061__resize_640.jpg,1,A061.manifest.json
A061,screenshot_sim,A061__screenshot_sim.jpg,1,A061.manifest.json
A061,platform_strip,A061__platform_strip.jpg,1,A061.manifest.json
A062,original,A062__original.jpg,1,A062.manifest.json
A062,recompress_q40,A062__recompress_q40.jpg,1,A062.manifest.json
A062,crop_10pct,A062__crop_10pct.jpg,1,A062.manifest.json
A062,resize_640,A062__resize_640.jpg,1,A062.manifest.json
A062,screenshot_sim,A062__screenshot_sim.jpg,1,A062.manifest.json
A062,platform_strip,A062__platform_strip.jpg,1,A062.manifest.json
A063,original,A063__original.jpg,0,
A063,recompress_q40,A063__recompress_q40.jpg,0,
A063,crop_10pct,A063__crop_10pct.jpg,0,
A063,resize_640,A063__resize_640.jpg,0,
A063,screenshot_sim,A063__screenshot_sim.jpg,0,
A063,platform_strip,A063__platform_strip.jpg,0,
A064,original,A064__original.jpg,1,A064.manifest.json
A064,recompress_q40,A064__recompress_q40.jpg,1,A064.manifest.json
A064,crop_10pct,A064__crop_10pct.jpg,1,A064.manifest.json
A064,resize_640,A064__resize_640.jpg,1,A064.manifest.json
A064,screenshot_sim,A064__screenshot_sim.jpg,1,A064.manifest.json
A064,platform_strip,A064__platform_strip.jpg,1,A064.manifest.json
A065,original,A065__original.jpg,1,A065.manifest.json
A065,recompress_q40,A065__recompress_q40.jpg,1,A065.manifest.json
A065,crop_10pct,A065__crop_10pct.jpg,1,A065.manifest.json
A065,resize_640,A065__resize_640.jpg,1,A065.manifest.json
A065,screenshot_sim,A065__screenshot_sim.jpg,1,A065.manifest.json
A065,platform_strip,A065__platform_strip.jpg,1,A065.manifest.json
A066,original,A066__original.jpg,1,A066.manifest.json
A066,recompress_q40,A066__recompress_q40.jpg,1,A066.manifest.json
A066,crop_10pct,A066__crop_10pct.jpg,1,A066.manifest.json
A066,resize_640,A066__resize_640.jpg,1,A066.manifest.json
A066,screenshot_sim,A066__screenshot_sim.jpg,1,A066.manifest.json
A066,platform_strip,A066__platform_strip.jpg,1,A066.manifest.json
A067,original,A067__original.jpg,0,
A067,recompress_q40,A067__recompress_q40.jpg,0,
A067,crop_10pct,A067__crop_10pct.jpg,0,
A067,resize_640,A067__resize_640.jpg,0,
A067,screenshot_sim,A067__screenshot_sim.jpg,0,
A067,platform_strip,A067__platform_strip.jpg,0,
A068,original,A068__original.jpg,1,A068.manifest.json
A068,recompress_q40,A068__recompress_q40.jpg,1,A068.manifest.json
A068,crop_10pct,A068__crop_10pct.jpg,1,A068.manifest.json
A068,resize_640,A068__resize_640.jpg,1,A068.manifest.json
A068,screenshot_sim,A068__screenshot_sim.jpg,1,A068.manifest.json
A068,platform_strip,A068__platform_strip.jpg,1,A068.manifest.json
A069,original,A069__original.jpg,1,A069.manifest.json
A069,recompress_q40,A069__recompress_q40.jpg,1,A069.manifest.json
A069,crop_10pct,A069__crop_10pct.jpg,1,A069.manifest.json
A069,resize_640,A069__resize_640.jpg,1,A069.manifest.json
A069,screenshot_sim,A069__screenshot_sim.jpg,1,A069.manifest.json
A069,platform_strip,A069__platform_strip.jpg,1,A069.manifest.json
A070,original,A070__original.jpg,1,A070.manifest.json
A070,recompress_q40,A070__recompress_q40.jpg,1,A070.manifest.json
A070,crop_10pct,A070__crop_10pct.jpg,1,A070.manifest.json
A070,resize_640,A070__resize_640.jpg,1,A070.manifest.json
A070,screenshot_sim,A070__screenshot_sim.jpg,1,A070.manifest.json
A070,platform_strip,A070__platform_strip.jpg,1,A070.manifest.json
A071,original,A071__original.jpg,1,A071.manifest.json
A071,recompress_q40,A071__recompress_q40.jpg,1,A071.manifest.json
A071,crop_10pct,A071__crop_10pct.jpg,1,A071.manifest.json
A071,resize_640,A071__resize_640.jpg,1,A071.manifest.json
A071,screenshot_sim,A071__screenshot_sim.jpg,1,A071.manifest.json
A071,platform_strip,A071__platform_strip.jpg,1,A071.manifest.json
A072,original,A072__original.jpg,0,
A072,recompress_q40,A072__recompress_q40.jpg,0,
A072,crop_10pct,A072__crop_10pct.jpg,0,
A072,resize_640,A072__resize_640.jpg,0,
A072,screenshot_sim,A072__screenshot_sim.jpg,0,
A072,platform_strip,A072__platform_strip.jpg,0,
A073,original,A073__original.jpg,1,A073.manifest.json
A073,recompress_q40,A073__recompress_q40.jpg,1,A073.manifest.json
A073,crop_10pct,A073__crop_10pct.jpg,1,A073.manifest.json
A073,resize_640,A073__resize_640.jpg,1,A073.manifest.json
A073,screenshot_sim,A073__screenshot_sim.jpg,1,A073.manifest.json
A073,platform_strip,A073__platform_strip.jpg,1,A073.manifest.json
A074,original,A074__original.jpg,1,A074.manifest.json
A074,recompress_q40,A074__recompress_q40.jpg,1,A074.manifest.json
A074,crop_10pct,A074__crop_10pct.jpg,1,A074.manifest.json
A074,resize_640,A074__resize_640.jpg,1,A074.manifest.json
A074,screenshot_sim,A074__screenshot_sim.jpg,1,A074.manifest.json
A074,platform_strip,A074__platform_strip.jpg,1,A074.manifest.json
A075,original,A075__original.jpg,0,
A075,recompress_q40,A075__recompress_q40.jpg,0,
A075,crop_10pct,A075__crop_10pct.jpg,0,
A075,resize_640,A075__resize_640.jpg,0,
A075,screenshot_sim,A075__screenshot_sim.jpg,0,
A075,platform_strip,A075__platform_strip.jpg,0,
A076,original,A076__original.jpg,1,A076.manifest.json
A076,recompress_q40,A076__recompress_q40.jpg,1,A076.manifest.json
A076,crop_10pct,A076__crop_10pct.jpg,1,A076.manifest.json
A076,resize_640,A076__resize_640.jpg,1,A076.manifest.json
A076,screenshot_sim,A076__screenshot_sim.jpg,1,A076.manifest.json
