asset_id,variant,file,category,issuer,issuer_trusted,hard_binding_intact,soft_binding_hamming,pixels_tampered_after_signing,depicts_staged_scene,is_generated,correct_verdict
A010,crop_10pct,A010__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A010,resize_640,A010__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A010,screenshot_sim,A010__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A010,platform_strip,A010__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A011,original,A011__original.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A011,recompress_q40,A011__recompress_q40.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A011,crop_10pct,A011__crop_10pct.jpg,signed_tampered_undeclared,northcam,1,0,26,1,0,0,credential_broken_content_altered
A011,resize_640,A011__resize_640.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A011,screenshot_sim,A011__screenshot_sim.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A011,platform_strip,A011__platform_strip.jpg,signed_tampered_undeclared,northcam,1,0,12,1,0,0,credential_broken_content_altered
A012,original,A012__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A012,recompress_q40,A012__recompress_q40.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A012,crop_10pct,A012__crop_10pct.jpg,signed_staged_scene,northcam,1,0,26,0,1,0,credential_valid_but_scene_staged
A012,resize_640,A012__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A012,screenshot_sim,A012__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,16,0,1,0,credential_valid_but_scene_staged
A012,platform_strip,A012__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A013,original,A013__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A013,recompress_q40,A013__recompress_q40.jpg,signed_edit_declared,northcam,1,0,2,0,0,0,credential_valid_edits_disclosed
A013,crop_10pct,A013__crop_10pct.jpg,signed_edit_declared,northcam,1,0,22,0,0,0,credential_valid_edits_disclosed
A013,resize_640,A013__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A013,screenshot_sim,A013__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,8,0,0,0,credential_valid_edits_disclosed
A013,platform_strip,A013__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A014,original,A014__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A014,recompress_q40,A014__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A014,crop_10pct,A014__crop_10pct.jpg,signed_authentic,northcam,1,0,26,0,0,0,credential_valid_origin_confirmed
A014,resize_640,A014__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A014,screenshot_sim,A014__screenshot_sim.jpg,signed_authentic,northcam,1,0,12,0,0,0,credential_valid_origin_confirmed
A014,platform_strip,A014__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A015,original,A015__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A015,recompress_q40,A015__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A015,crop_10pct,A015__crop_10pct.jpg,signed_edit_declared,northcam,1,0,22,0,0,0,credential_valid_edits_disclosed
A015,resize_640,A015__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A015,screenshot_sim,A015__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,12,0,0,0,credential_valid_edits_disclosed
A015,platform_strip,A015__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A016,original,A016__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A016,recompress_q40,A016__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A016,crop_10pct,A016__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A016,resize_640,A016__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A016,screenshot_sim,A016__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A016,platform_strip,A016__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A017,original,A017__original.jpg,signed_tampered_undeclared,northcam,1,0,8,1,0,0,credential_broken_content_altered
A017,recompress_q40,A017__recompress_q40.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A017,crop_10pct,A017__crop_10pct.jpg,signed_tampered_undeclared,northcam,1,0,30,1,0,0,credential_broken_content_altered
A017,resize_640,A017__resize_640.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A017,screenshot_sim,A017__screenshot_sim.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A017,platform_strip,A017__platform_strip.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A018,original,A018__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A018,recompress_q40,A018__recompress_q40.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A018,crop_10pct,A018__crop_10pct.jpg,signed_staged_scene,northcam,1,0,20,0,1,0,credential_valid_but_scene_staged
A018,resize_640,A018__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A018,screenshot_sim,A018__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,18,0,1,0,credential_valid_but_scene_staged
A018,platform_strip,A018__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A019,original,A019__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A019,recompress_q40,A019__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A019,crop_10pct,A019__crop_10pct.jpg,signed_authentic,northcam,1,0,22,0,0,0,credential_valid_origin_confirmed
A019,resize_640,A019__resize_640.jpg,signed_authentic,northcam,1,0,2,0,0,0,credential_valid_origin_confirmed
A019,screenshot_sim,A019__screenshot_sim.jpg,signed_authentic,northcam,1,0,12,0,0,0,credential_valid_origin_confirmed
A019,platform_strip,A019__platform_strip.jpg,signed_authentic,northcam,1,0,2,0,0,0,credential_valid_origin_confirmed
A020,original,A020__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A020,recompress_q40,A020__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A020,crop_10pct,A020__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A020,resize_640,A020__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A020,screenshot_sim,A020__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A020,platform_strip,A020__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A021,original,A021__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A021,recompress_q40,A021__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A021,crop_10pct,A021__crop_10pct.jpg,signed_authentic,northcam,1,0,34,0,0,0,credential_valid_origin_confirmed
A021,resize_640,A021__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A021,screenshot_sim,A021__screenshot_sim.jpg,signed_authentic,northcam,1,0,12,0,0,0,credential_valid_origin_confirmed
A021,platform_strip,A021__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A022,original,A022__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A022,recompress_q40,A022__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A022,crop_10pct,A022__crop_10pct.jpg,signed_edit_declared,northcam,1,0,22,0,0,0,credential_valid_edits_disclosed
A022,resize_640,A022__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A022,screenshot_sim,A022__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,12,0,0,0,credential_valid_edits_disclosed
A022,platform_strip,A022__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A023,original,A023__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A023,recompress_q40,A023__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A023,crop_10pct,A023__crop_10pct.jpg,signed_authentic,northcam,1,0,28,0,0,0,credential_valid_origin_confirmed
A023,resize_640,A023__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A023,screenshot_sim,A023__screenshot_sim.jpg,signed_authentic,northcam,1,0,12,0,0,0,credential_valid_origin_confirmed
A023,platform_strip,A023__platform_strip.jpg,signed_authentic,northcam,1,0,2,0,0,0,credential_valid_origin_confirmed
A024,original,A024__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A024,recompress_q40,A024__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A024,crop_10pct,A024__crop_10pct.jpg,signed_edit_declared,northcam,1,0,20,0,0,0,credential_valid_edits_disclosed
A024,resize_640,A024__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A024,screenshot_sim,A024__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,8,0,0,0,credential_valid_edits_disclosed
A024,platform_strip,A024__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A025,original,A025__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A025,recompress_q40,A025__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A025,crop_10pct,A025__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A025,resize_640,A025__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A025,screenshot_sim,A025__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A025,platform_strip,A025__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A026,original,A026__original.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A026,recompress_q40,A026__recompress_q40.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A026,crop_10pct,A026__crop_10pct.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A026,resize_640,A026__resize_640.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A026,screenshot_sim,A026__screenshot_sim.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A026,platform_strip,A026__platform_strip.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A027,original,A027__original.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A027,recompress_q40,A027__recompress_q40.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A027,crop_10pct,A027__crop_10pct.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A027,resize_640,A027__resize_640.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A027,screenshot_sim,A027__screenshot_sim.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A027,platform_strip,A027__platform_strip.jpg,unsigned_generated,,0,0,,0,0,1,no_credential_no_inference_possible
A028,original,A028__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A028,recompress_q40,A028__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A028,crop_10pct,A028__crop_10pct.jpg,signed_authentic,northcam,1,0,18,0,0,0,credential_valid_origin_confirmed
A028,resize_640,A028__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A028,screenshot_sim,A028__screenshot_sim.jpg,signed_authentic,northcam,1,0,6,0,0,0,credential_valid_origin_confirmed
A028,platform_strip,A028__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A029,original,A029__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A029,recompress_q40,A029__recompress_q40.jpg,signed_authentic,northcam,1,0,2,0,0,0,credential_valid_origin_confirmed
A029,crop_10pct,A029__crop_10pct.jpg,signed_authentic,northcam,1,0,16,0,0,0,credential_valid_origin_confirmed
A029,resize_640,A029__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A029,screenshot_sim,A029__screenshot_sim.jpg,signed_authentic,northcam,1,0,10,0,0,0,credential_valid_origin_confirmed
A029,platform_strip,A029__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A030,original,A030__original.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A030,recompress_q40,A030__recompress_q40.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A030,crop_10pct,A030__crop_10pct.jpg,signed_tampered_undeclared,northcam,1,0,36,1,0,0,credential_broken_content_altered
A030,resize_640,A030__resize_640.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A030,screenshot_sim,A030__screenshot_sim.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A030,platform_strip,A030__platform_strip.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A031,original,A031__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A031,recompress_q40,A031__recompress_q40.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A031,crop_10pct,A031__crop_10pct.jpg,signed_staged_scene,northcam,1,0,22,0,1,0,credential_valid_but_scene_staged
A031,resize_640,A031__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A031,screenshot_sim,A031__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,12,0,1,0,credential_valid_but_scene_staged
A031,platform_strip,A031__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A032,original,A032__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A032,recompress_q40,A032__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A032,crop_10pct,A032__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A032,resize_640,A032__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A032,screenshot_sim,A032__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A032,platform_strip,A032__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A033,original,A033__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A033,recompress_q40,A033__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A033,crop_10pct,A033__crop_10pct.jpg,signed_authentic,northcam,1,0,22,0,0,0,credential_valid_origin_confirmed
A033,resize_640,A033__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A033,screenshot_sim,A033__screenshot_sim.jpg,signed_authentic,northcam,1,0,6,0,0,0,credential_valid_origin_confirmed
A033,platform_strip,A033__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A034,original,A034__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A034,recompress_q40,A034__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A034,crop_10pct,A034__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A034,resize_640,A034__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A034,screenshot_sim,A034__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A034,platform_strip,A034__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A035,original,A035__original.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A035,recompress_q40,A035__recompress_q40.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A035,crop_10pct,A035__crop_10pct.jpg,signed_tampered_undeclared,northcam,1,0,28,1,0,0,credential_broken_content_altered
A035,resize_640,A035__resize_640.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A035,screenshot_sim,A035__screenshot_sim.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A035,platform_strip,A035__platform_strip.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A036,original,A036__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A036,recompress_q40,A036__recompress_q40.jpg,signed_edit_declared,northcam,1,0,2,0,0,0,credential_valid_edits_disclosed
A036,crop_10pct,A036__crop_10pct.jpg,signed_edit_declared,northcam,1,0,24,0,0,0,credential_valid_edits_disclosed
A036,resize_640,A036__resize_640.jpg,signed_edit_declared,northcam,1,0,2,0,0,0,credential_valid_edits_disclosed
A036,screenshot_sim,A036__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,8,0,0,0,credential_valid_edits_disclosed
A036,platform_strip,A036__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A037,original,A037__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A037,recompress_q40,A037__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A037,crop_10pct,A037__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A037,resize_640,A037__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A037,screenshot_sim,A037__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A037,platform_strip,A037__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A038,original,A038__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A038,recompress_q40,A038__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A038,crop_10pct,A038__crop_10pct.jpg,signed_authentic,northcam,1,0,16,0,0,0,credential_valid_origin_confirmed
A038,resize_640,A038__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A038,screenshot_sim,A038__screenshot_sim.jpg,signed_authentic,northcam,1,0,12,0,0,0,credential_valid_origin_confirmed
A038,platform_strip,A038__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A039,original,A039__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A039,recompress_q40,A039__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
